Frequency (Hz)	Level (dB)
16997.099304	-122.416321
16997.772217	-119.216972
16998.445129	-119.796204
16999.118042	-121.073769
16999.790955	-123.547844
17000.463867	-123.379539
17001.136780	-122.190201
17001.809692	-124.712639
17002.482605	-122.676773
17003.155518	-116.803894
17003.828430	-115.302315
17004.501343	-115.685654
17005.174255	-117.418388
17005.847168	-119.747757
17006.520081	-117.587975
17007.192993	-119.955460
17007.865906	-123.286491
17008.538818	-120.742073
17009.211731	-121.775314
17009.884644	-121.019470
17010.557556	-124.515907
17011.230469	-124.383583
17011.903381	-124.017563
17012.576294	-129.735611
17013.249207	-127.687302
17013.922119	-128.026886
17014.595032	-122.854019
17015.267944	-120.973404
17015.940857	-122.779114
17016.613770	-126.015846
17017.286682	-126.273109
17017.959595	-123.623672
17018.632507	-123.645714
17019.305420	-125.477844
17019.978333	-121.636040
17020.651245	-120.391891
17021.324158	-120.856712
17021.997070	-121.271637
17022.669983	-122.896088
17023.342896	-121.295395
17024.015808	-119.348549
17024.688721	-118.454163
17025.361633	-122.196587
17026.034546	-119.901314
17026.707458	-120.156624
17027.380371	-124.621307
17028.053284	-120.054642
17028.726196	-120.857994
17029.399109	-120.153992
17030.072021	-119.315002
17030.744934	-124.298470
17031.417847	-122.491249
17032.090759	-120.183609
17032.763672	-117.948624
17033.436584	-119.348175
17034.109497	-121.815048
17034.782410	-123.800407
17035.455322	-125.817955
17036.128235	-122.937332
17036.801147	-119.836990
17037.474060	-124.716522
17038.146973	-123.448219
17038.819885	-118.713882
17039.492798	-118.358505
17040.165710	-120.804596
17040.838623	-123.742584
17041.511536	-123.191032
17042.184448	-120.730370
17042.857361	-120.496696
17043.530273	-120.395554
17044.203186	-120.930275
17044.876099	-120.732834
17045.549011	-123.171982
17046.221924	-122.739639
17046.894836	-119.619133
17047.567749	-118.134651
17048.240662	-124.718391
17048.913574	-125.150017
17049.586487	-125.999687
17050.259399	-119.556229
17050.932312	-118.271011
17051.605225	-125.993378
17052.278137	-119.235580
17052.951050	-123.189629
17053.623962	-118.201637
17054.296875	-118.858940
17054.969788	-121.338104
17055.642700	-125.467018
17056.315613	-123.425758
17056.988525	-118.859291
17057.661438	-118.309280
17058.334351	-120.628662
17059.007263	-120.047043
17059.680176	-120.405609
17060.353088	-117.679672
17061.026001	-124.968170
17061.698914	-119.808289
17062.371826	-118.889336
17063.044739	-122.321007
17063.717651	-120.331421
17064.390564	-120.949760
17065.063477	-120.630486
17065.736389	-121.318909
17066.409302	-123.146599
17067.082214	-123.231880
17067.755127	-121.148270
17068.428040	-120.208763
17069.100952	-121.286743
17069.773865	-120.875847
17070.446777	-119.085434
17071.119690	-116.937088
17071.792603	-118.804817
17072.465515	-122.227692
17073.138428	-123.850838
17073.811340	-120.589729
17074.484253	-120.020576
17075.157166	-118.797150
17075.830078	-115.354820
17076.502991	-117.194160
17077.175903	-122.775986
17077.848816	-125.451492
17078.521729	-123.759476
17079.194641	-124.917557
17079.867554	-125.889915
17080.540466	-120.378777
17081.213379	-121.012993
17081.886292	-125.661751
17082.559204	-118.635017
17083.232117	-115.571686
17083.905029	-113.987267
17084.577942	-113.805435
17085.250854	-116.985558
17085.923767	-123.563705
17086.596680	-125.886490
17087.269592	-123.905296
17087.942505	-125.863022
17088.615417	-121.567841
17089.288330	-118.941917
17089.961243	-122.787621
17090.634155	-122.071915
17091.307068	-121.680252
17091.979980	-117.012077
17092.652893	-118.112206
17093.325806	-119.760803
17093.998718	-120.635231
17094.671631	-120.906059
17095.344543	-121.404495
17096.017456	-119.434761
17096.690369	-121.149040
17097.363281	-123.476608
17098.036194	-127.765900
17098.709106	-119.845695
17099.382019	-116.595886
17100.054932	-115.872444
17100.727844	-116.849686
17101.400757	-119.231636
17102.073669	-116.516693
17102.746582	-118.640694
17103.419495	-120.343277
17104.092407	-117.551102
17104.765320	-120.885475
17105.438232	-122.099228
17106.111145	-121.739433
17106.784058	-116.424797
17107.456970	-113.743515
17108.129883	-119.258896
17108.802795	-123.584694
17109.475708	-118.498299
17110.148621	-117.401398
17110.821533	-120.767387
17111.494446	-120.913712
17112.167358	-121.857147
17112.840271	-120.773964
17113.513184	-123.287796
17114.186096	-125.285698
17114.859009	-124.149139
17115.531921	-117.309578
17116.204834	-116.621605
17116.877747	-117.754517
17117.550659	-117.020004
17118.223572	-115.446686
17118.896484	-117.721260
17119.569397	-123.228058
17120.242310	-119.975410
17120.915222	-121.156189
17121.588135	-127.411713
17122.261047	-123.123810
17122.933960	-120.294884
17123.606873	-119.434967
17124.279785	-122.322289
17124.952698	-125.097931
17125.625610	-121.157791
17126.298523	-118.297081
17126.971436	-116.580711
17127.644348	-117.799942
17128.317261	-120.920784
17128.990173	-118.672142
17129.663086	-117.649155
17130.335999	-117.725243
17131.008911	-119.799240
17131.681824	-120.183258
17132.354736	-122.285736
17133.027649	-124.086723
17133.700562	-126.952354
17134.373474	-120.337601
17135.046387	-121.722343
17135.719299	-122.856018
17136.392212	-119.244263
17137.065125	-116.714890
17137.738037	-116.588394
17138.410950	-118.589073
17139.083862	-118.009895
17139.756775	-122.047523
17140.429688	-125.443405
17141.102600	-121.851212
17141.775513	-123.588554
17142.448425	-123.641991
17143.121338	-121.960182
17143.794250	-123.550056
17144.467163	-124.543945
17145.140076	-123.160423
17145.812988	-121.273346
17146.485901	-122.215088
17147.158813	-120.697792
17147.831726	-122.850868
17148.504639	-123.643509
17149.177551	-126.656174
17149.850464	-126.591835
17150.523376	-119.263023
17151.196289	-114.874931
17151.869202	-116.944458
17152.542114	-122.975128
17153.215027	-119.866470
17153.887939	-121.785049
17154.560852	-130.974792
17155.233765	-123.628723
17155.906677	-121.535706
17156.579590	-115.443123
17157.252502	-116.897949
17157.925415	-121.561546
17158.598328	-124.303024
17159.271240	-122.262894
17159.944153	-120.765060
17160.617065	-122.471031
17161.289978	-123.503456
17161.962891	-123.079666
17162.635803	-121.122910
17163.308716	-121.356064
17163.981628	-121.547058
17164.654541	-122.756310
17165.327454	-124.449913
17166.000366	-122.150787
17166.673279	-119.221733
17167.346191	-117.766945
17168.019104	-116.699631
17168.692017	-118.288628
17169.364929	-123.512482
17170.037842	-123.033501
17170.710754	-124.270226
17171.383667	-125.572266
17172.056580	-123.895744
17172.729492	-122.270630
17173.402405	-122.874512
17174.075317	-123.806931
17174.748230	-122.293114
17175.421143	-118.957756
17176.094055	-117.603363
17176.766968	-115.785042
17177.439880	-116.782791
17178.112793	-123.315781
17178.785706	-122.619972
17179.458618	-120.251060
17180.131531	-121.959816
17180.804443	-120.886467
17181.477356	-120.042740
17182.150269	-116.678902
17182.823181	-120.204071
17183.496094	-127.103531
17184.169006	-121.262459
17184.841919	-119.535896
17185.514832	-119.947105
17186.187744	-120.976311
17186.860657	-119.597511
17187.533569	-121.066772
17188.206482	-125.621857
17188.879395	-126.454887
17189.552307	-119.466644
17190.225220	-119.981216
17190.898132	-123.034271
17191.571045	-120.572266
17192.243958	-116.528732
17192.916870	-118.628151
17193.589783	-122.469940
17194.262695	-120.078346
17194.935608	-120.224449
17195.608521	-120.718597
17196.281433	-117.790886
17196.954346	-120.122307
17197.627258	-122.811714
17198.300171	-122.687935
17198.973083	-120.857262
17199.645996	-117.308922
17200.318909	-124.052361
17200.991821	-121.536095
17201.664734	-121.885643
17202.337646	-122.431587
17203.010559	-120.172615
17203.683472	-121.840195
17204.356384	-121.528015
17205.029297	-120.178459
17205.702209	-127.158302
17206.375122	-126.023575
17207.048035	-121.218231
17207.720947	-126.268738
17208.393860	-124.843819
17209.066772	-121.005661
17209.739685	-119.777809
17210.412598	-121.428993
17211.085510	-123.500565
17211.758423	-122.196175
17212.431335	-121.961433
17213.104248	-116.216270
17213.777161	-118.726311
17214.450073	-123.306534
17215.122986	-122.362328
17215.795898	-121.041779
17216.468811	-120.386597
17217.141724	-121.517220
17217.814636	-125.679359
17218.487549	-122.990067
17219.160461	-120.030540
17219.833374	-121.485703
17220.506287	-123.125885
17221.179199	-124.563469
17221.852112	-125.330811
17222.525024	-124.052315
17223.197937	-125.532997
17223.870850	-127.059273
17224.543762	-127.207550
17225.216675	-122.810310
17225.889587	-125.871300
17226.562500	-123.290932
17227.235413	-121.077217
17227.908325	-121.374580
17228.581238	-123.793762
17229.254150	-123.216698
17229.927063	-118.491776
17230.599976	-117.712128
17231.272888	-116.670540
17231.945801	-119.111855
17232.618713	-117.431847
17233.291626	-117.659378
17233.964539	-121.053146
17234.637451	-120.722328
17235.310364	-121.061928
17235.983276	-124.249603
17236.656189	-119.952858
17237.329102	-118.542610
17238.002014	-117.342415
17238.674927	-116.012894
17239.347839	-117.235359
17240.020752	-120.245705
17240.693665	-120.332031
17241.366577	-121.603638
17242.039490	-120.271988
17242.712402	-118.306328
17243.385315	-120.797516
17244.058228	-126.044289
17244.731140	-120.762558
17245.404053	-119.555374
17246.076965	-119.956627
17246.749878	-122.100677
17247.422791	-122.428131
17248.095703	-128.635544
17248.768616	-126.772446
17249.441528	-118.617416
17250.114441	-118.357262
17250.787354	-120.276657
17251.460266	-120.879700
17252.133179	-124.267746
17252.806091	-121.496574
17253.479004	-116.917068
17254.151917	-118.834984
17254.824829	-123.197472
17255.497742	-115.439285
17256.170654	-114.687645
17256.843567	-117.551102
17257.516479	-124.324326
17258.189392	-121.747154
17258.862305	-116.590721
17259.535217	-119.734352
17260.208130	-122.567924
17260.881042	-120.287376
17261.553955	-123.100243
17262.226868	-125.966095
17262.899780	-127.348053
17263.572693	-119.326408
17264.245605	-122.448700
17264.918518	-128.805557
17265.591431	-122.894485
17266.264343	-119.220543
17266.937256	-120.012802
17267.610168	-120.255898
17268.283081	-115.345131
17268.955994	-118.922272
17269.628906	-123.042633
17270.301819	-122.942596
17270.974731	-119.895142
17271.647644	-121.765579
17272.320557	-119.901367
17272.993469	-116.665627
17273.666382	-116.894920
17274.339294	-120.582939
17275.012207	-123.835205
17275.685120	-122.725533
17276.358032	-120.061737
17277.030945	-115.792244
17277.703857	-117.277023
17278.376770	-124.735130
17279.049683	-124.437370
17279.722595	-123.826546
17280.395508	-125.245369
17281.068420	-122.638367
17281.741333	-119.018593
17282.414246	-119.261818
17283.087158	-124.242538
17283.760071	-118.945099
17284.432983	-115.137169
17285.105896	-115.195084
17285.778809	-116.776520
17286.451721	-115.921371
17287.124634	-115.262421
17287.797546	-116.697227
17288.470459	-116.999626
17289.143372	-120.198936
17289.816284	-121.424950
17290.489197	-123.385574
17291.162109	-122.173279
17291.835022	-121.811440
17292.507935	-120.338432
17293.180847	-120.756615
17293.853760	-120.765663
17294.526672	-118.975464
17295.199585	-123.293518
17295.872498	-123.291153
17296.545410	-126.004112
17297.218323	-127.840302
17297.891235	-124.844353
17298.564148	-119.744804
17299.237061	-117.576996
17299.909973	-119.277733
17300.582886	-118.757866
17301.255798	-118.911659
17301.928711	-120.298363
17302.601624	-119.386528
17303.274536	-120.077072
17303.947449	-125.796005
17304.620361	-122.091362
17305.293274	-118.988914
17305.966187	-125.174080
17306.639099	-123.182388
17307.312012	-122.045998
17307.984924	-118.995667
17308.657837	-118.230141
17309.330750	-122.604195
17310.003662	-120.032455
17310.676575	-118.329742
17311.349487	-123.762657
17312.022400	-120.849701
17312.695313	-118.988243
17313.368225	-120.425728
17314.041138	-127.113869
17314.714050	-120.563599
17315.386963	-117.732681
17316.059875	-117.380768
17316.732788	-119.335449
17317.405701	-121.571701
17318.078613	-119.159111
17318.751526	-116.063492
17319.424438	-115.377586
17320.097351	-116.224174
17320.770264	-116.121025
17321.443176	-116.854256
17322.116089	-119.550484
17322.789001	-120.349472
17323.461914	-121.267693
17324.134827	-120.332672
17324.807739	-116.402328
17325.480652	-118.052094
17326.153564	-120.036087
17326.826477	-118.512756
17327.499390	-116.025742
17328.172302	-118.761971
17328.845215	-121.068748
17329.518127	-119.635498
17330.191040	-118.216515
17330.863953	-117.756783
17331.536865	-117.713348
17332.209778	-119.803001
17332.882690	-120.556831
17333.555603	-121.381409
17334.228516	-120.355370
17334.901428	-117.543205
17335.574341	-120.355843
17336.247253	-127.328957
17336.920166	-125.609993
17337.593079	-123.780792
17338.265991	-122.752937
17338.938904	-123.061745
17339.611816	-117.506294
17340.284729	-118.057266
17340.957642	-117.421570
17341.630554	-115.702026
17342.303467	-117.117447
17342.976379	-119.530449
17343.649292	-121.189240
17344.322205	-123.520042
17344.995117	-123.129761
17345.668030	-123.194603
17346.340942	-121.394997
17347.013855	-119.683136
17347.686768	-117.157860
17348.359680	-117.798889
17349.032593	-119.124290
17349.705505	-121.814323
17350.378418	-124.153122
17351.051331	-120.858047
17351.724243	-122.170876
17352.397156	-123.073303
17353.070068	-122.928795
17353.742981	-125.071365
17354.415894	-123.607239
17355.088806	-123.759949
17355.761719	-120.336929
17356.434631	-119.632507
17357.107544	-118.172203
17357.780457	-121.467529
17358.453369	-121.814682
17359.126282	-118.722672
17359.799194	-116.396439
17360.472107	-119.108940
17361.145020	-122.723099
17361.817932	-125.040787
17362.490845	-122.848610
17363.163757	-121.985451
17363.836670	-125.313110
17364.509583	-125.810349
17365.182495	-121.696312
17365.855408	-120.010666
17366.528320	-118.931236
17367.201233	-122.537735
17367.874146	-122.931000
17368.547058	-120.713089
17369.219971	-119.535538
17369.892883	-121.013313
17370.565796	-127.386726
17371.238708	-121.775948
17371.911621	-118.307404
17372.584534	-117.333084
17373.257446	-117.953293
17373.930359	-122.903778
17374.603271	-119.061707
17375.276184	-118.484741
17375.949097	-119.311836
17376.622009	-117.639503
17377.294922	-120.307770
17377.967834	-121.717857
17378.640747	-125.908203
17379.313660	-124.047638
17379.986572	-116.691132
17380.659485	-116.689896
17381.332397	-122.198830
17382.005310	-126.901779
17382.678223	-119.569695
17383.351135	-118.260254
17384.024048	-123.509651
17384.696960	-121.764900
17385.369873	-120.100182
17386.042786	-119.918259
17386.715698	-118.058479
17387.388611	-118.261803
17388.061523	-125.078537
17388.734436	-125.667816
17389.407349	-126.707787
17390.080261	-122.008873
17390.753174	-120.155525
17391.426086	-119.662407
17392.098999	-119.234001
17392.771912	-124.403992
17393.444824	-132.087402
17394.117737	-123.578926
17394.790649	-123.033890
17395.463562	-121.072197
17396.136475	-117.722267
17396.809387	-120.125458
17397.482300	-117.959335
17398.155212	-126.860512
17398.828125	-122.132256
17399.501038	-121.667343
17400.173950	-122.499664
17400.846863	-125.047104
17401.519775	-124.448906
17402.192688	-125.413849
17402.865601	-119.506592
17403.538513	-115.575516
17404.211426	-114.962143
17404.884338	-119.933739
17405.557251	-118.817833
17406.230164	-120.731544
17406.903076	-125.852425
17407.575989	-124.380257
17408.248901	-119.147011
17408.921814	-118.340553
17409.594727	-122.342384
17410.267639	-120.420197
17410.940552	-122.668335
17411.613464	-121.848114
17412.286377	-116.969353
17412.959290	-115.797531
17413.632202	-123.294281
17414.305115	-121.979584
17414.978027	-122.707672
17415.650940	-125.221146
17416.323853	-127.040337
17416.996765	-121.272377
17417.669678	-119.568695
17418.342590	-117.756020
17419.015503	-115.929787
17419.688416	-121.906982
17420.361328	-120.989014
17421.034241	-122.173233
17421.707153	-122.919823
17422.380066	-118.014069
17423.052979	-117.531578
17423.725891	-123.955116
17424.398804	-122.991486
17425.071716	-119.979843
17425.744629	-119.112854
17426.417542	-124.927299
17427.090454	-119.669655
17427.763367	-118.459091
17428.436279	-118.834518
17429.109192	-116.795380
17429.782104	-118.968857
17430.455017	-117.899841
17431.127930	-121.615486
17431.800842	-120.020782
17432.473755	-118.343414
17433.146667	-121.741493
17433.819580	-125.541039
17434.492493	-121.958397
17435.165405	-121.040527
17435.838318	-120.090393
17436.511230	-118.814873
17437.184143	-124.269821
17437.857056	-120.885994
17438.529968	-123.923759
17439.202881	-123.008415
17439.875793	-120.300987
17440.548706	-124.273796
17441.221619	-118.332207
17441.894531	-118.074364
17442.567444	-118.922813
17443.240356	-122.076012
17443.913269	-122.818977
17444.586182	-122.614021
17445.259094	-121.735458
17445.932007	-120.029533
17446.604919	-118.260857
17447.277832	-117.629021
17447.950745	-118.071762
17448.623657	-117.684006
17449.296570	-119.236992
17449.969482	-118.669159
17450.642395	-120.583458
17451.315308	-117.079872
17451.988220	-120.338318
17452.661133	-123.781754
17453.334045	-123.139816
17454.006958	-120.736900
17454.679871	-117.615532
17455.352783	-118.237366
17456.025696	-117.061935
17456.698608	-121.858124
17457.371521	-117.825882
17458.044434	-117.897301
17458.717346	-119.455925
17459.390259	-120.967064
17460.063171	-115.812431
17460.736084	-121.768524
17461.408997	-116.961792
17462.081909	-114.232460
17462.754822	-114.028008
17463.427734	-110.671204
17464.100647	-112.888260
17464.773560	-112.361702
17465.446472	-111.191498
17466.119385	-109.812576
17466.792297	-111.710159
17467.465210	-112.037888
17468.138123	-111.526794
17468.811035	-110.620407
17469.483948	-109.466232
17470.156860	-109.618904
17470.829773	-108.586052
17471.502686	-108.393303
17472.175598	-108.028267
17472.848511	-106.854988
17473.521423	-106.288292
17474.194336	-106.163269
17474.867249	-105.502022
17475.540161	-105.600891
17476.213074	-105.833778
17476.885986	-105.768784
17477.558899	-105.896248
17478.231812	-107.904449
17478.904724	-110.309029
17479.577637	-108.692093
17480.250549	-111.797287
17480.923462	-110.293861
17481.596375	-113.011253
17482.269287	-112.385132
17482.942200	-115.973129
17483.615112	-119.072899
17484.288025	-119.657364
17484.960938	-120.412048
17485.633850	-115.737976
17486.306763	-113.811020
17486.979675	-118.466736
17487.652588	-120.977959
17488.325500	-120.098999
17488.998413	-121.276466
17489.671326	-117.369484
17490.344238	-117.580482
17491.017151	-121.585831
17491.690063	-120.309875
17492.362976	-118.869728
17493.035889	-120.840477
17493.708801	-123.217155
17494.381714	-127.118355
17495.054626	-126.774979
17495.727539	-126.217781
17496.400452	-126.264778
17497.073364	-121.336342
17497.746277	-127.165627
17498.419189	-121.675446
17499.092102	-121.847076
17499.765015	-124.777061
17500.437927	-120.531456
17501.110840	-116.802170
17501.783752	-118.705460
17502.456665	-123.594589
17503.129578	-118.314789
17503.802490	-117.872665
17504.475403	-121.395973
17505.148315	-120.981682
17505.821228	-122.300499
17506.494141	-120.791023
17507.167053	-121.296501
17507.839966	-126.132072
17508.512878	-122.587395
17509.185791	-123.087456
17509.858704	-121.852356
17510.531616	-118.634781
17511.204529	-117.352188
17511.877441	-122.575447
17512.550354	-122.518257
17513.223267	-122.687164
17513.896179	-121.062119
17514.569092	-121.190872
17515.242004	-121.009758
17515.914917	-120.358261
17516.587830	-120.427956
17517.260742	-120.255768
17517.933655	-119.480057
17518.606567	-119.548653
17519.279480	-123.214928
17519.952393	-122.134613
17520.625305	-118.644196
17521.298218	-118.337814
17521.971130	-121.200638
17522.644043	-119.263657
17523.316956	-118.317223
17523.989868	-119.000679
17524.662781	-117.835243
17525.335693	-119.946510
17526.008606	-124.753662
17526.681519	-124.479942
17527.354431	-120.016762
17528.027344	-117.871880
17528.700256	-117.751518
17529.373169	-117.232567
17530.046082	-121.657394
17530.718994	-128.090607
17531.391907	-119.239014
17532.064819	-118.298759
17532.737732	-118.468269
17533.410645	-117.761177
17534.083557	-118.793823
17534.756470	-119.287262
17535.429382	-118.711983
17536.102295	-119.899689
17536.775208	-118.260918
17537.448120	-117.222588
17538.121033	-118.081207
17538.793945	-119.240120
17539.466858	-121.614105
17540.139771	-120.079109
17540.812683	-118.083336
17541.485596	-120.104416
17542.158508	-120.706390
17542.831421	-120.724525
17543.504333	-120.440742
17544.177246	-119.228760
17544.850159	-120.388466
17545.523071	-120.032547
17546.195984	-123.352280
17546.868896	-120.909279
17547.541809	-119.074608
17548.214722	-121.671921
17548.887634	-121.788353
17549.560547	-121.383659
17550.233459	-119.152626
17550.906372	-120.106583
17551.579285	-123.431320
17552.252197	-126.148445
17552.925110	-124.669937
17553.598022	-121.841362
17554.270935	-118.634308
17554.943848	-116.545227
17555.616760	-119.092316
17556.289673	-121.129860
17556.962585	-121.129044
17557.635498	-116.740562
17558.308411	-115.972328
17558.981323	-122.205544
17559.654236	-123.587540
17560.327148	-126.615166
17561.000061	-126.717682
17561.672974	-124.826202
17562.345886	-122.991745
17563.018799	-123.846100
17563.691711	-126.180489
17564.364624	-122.657791
17565.037537	-120.388840
17565.710449	-119.280968
17566.383362	-118.506035
17567.056274	-125.141953
17567.729187	-122.239853
17568.402100	-123.285027
17569.075012	-125.804855
17569.747925	-122.576385
17570.420837	-120.310562
17571.093750	-120.225372
17571.766663	-122.617165
17572.439575	-122.207367
17573.112488	-121.839180
17573.785400	-119.316010
17574.458313	-123.916130
17575.131226	-124.413292
17575.804138	-120.025658
17576.477051	-119.088219
17577.149963	-123.699524
17577.822876	-126.602814
17578.495789	-123.194870
17579.168701	-121.722313
17579.841614	-120.397842
17580.514526	-122.141815
17581.187439	-119.602974
17581.860352	-123.421646
17582.533264	-120.728554
17583.206177	-119.855499
17583.879089	-123.068916
17584.552002	-128.242783
17585.224915	-124.617325
17585.897827	-118.544655
17586.570740	-117.949875
17587.243652	-120.605827
17587.916565	-119.533928
17588.589478	-119.705254
17589.262390	-121.026054
17589.935303	-117.808334
17590.608215	-120.940308
17591.281128	-123.770668
17591.954041	-122.084709
17592.626953	-120.146538
17593.299866	-127.246056
17593.972778	-117.713875
17594.645691	-115.785240
17595.318604	-118.708153
17595.991516	-122.368225
17596.664429	-121.250511
17597.337341	-123.855873
17598.010254	-126.126625
17598.683167	-123.056496
17599.356079	-120.560646
17600.028992	-120.872475
17600.701904	-121.865204
17601.374817	-123.409462
17602.047729	-124.636101
17602.720642	-120.621605
17603.393555	-121.573936
17604.066467	-120.589622
17604.739380	-122.036758
17605.412292	-126.112640
17606.085205	-121.004341
17606.758118	-119.330734
17607.431030	-120.486076
17608.103943	-119.927734
17608.776855	-119.626656
17609.449768	-120.722801
17610.122681	-125.758736
17610.795593	-125.132179
17611.468506	-118.278847
17612.141418	-115.305992
17612.814331	-115.062836
17613.487244	-123.870300
17614.160156	-124.037720
17614.833069	-120.128426
17615.505981	-119.608223
17616.178894	-122.496368
17616.851807	-125.231636
17617.524719	-119.834618
17618.197632	-122.077202
17618.870544	-122.322403
17619.543457	-122.534309
17620.216370	-122.924324
17620.889282	-122.163315
17621.562195	-119.670143
17622.235107	-118.952324
17622.908020	-122.899231
17623.580933	-122.573807
17624.253845	-125.053513
17624.926758	-122.445900
17625.599670	-118.849670
17626.272583	-120.106766
17626.945496	-125.366226
17627.618408	-122.843842
17628.291321	-123.500610
17628.964233	-122.266777
17629.637146	-120.791573
17630.310059	-121.516037
17630.982971	-120.420685
17631.655884	-125.533463
17632.328796	-128.311874
17633.001709	-129.528503
17633.674622	-122.915443
17634.347534	-120.905411
17635.020447	-122.579071
17635.693359	-122.916603
17636.366272	-120.864685
17637.039185	-124.194542
17637.712097	-119.042976
17638.385010	-117.651833
17639.057922	-121.144363
17639.730835	-124.762871
17640.403748	-126.033737
17641.076660	-123.560013
17641.749573	-123.364136
17642.422485	-122.321632
17643.095398	-118.957954
17643.768311	-118.855888
17644.441223	-126.332481
17645.114136	-124.926529
17645.787048	-121.597389
17646.459961	-119.872993
17647.132874	-121.522041
17647.805786	-118.979134
17648.478699	-123.191086
17649.151611	-122.677887
17649.824524	-122.848007
17650.497437	-124.517113
17651.170349	-126.308060
17651.843262	-123.021690
17652.516174	-118.323898
17653.189087	-121.176796
17653.862000	-119.705551
17654.534912	-117.954979
17655.207825	-118.670418
17655.880737	-119.026588
17656.553650	-119.992340
17657.226563	-122.320648
17657.899475	-120.741104
17658.572388	-120.914879
17659.245300	-121.097115
17659.918213	-125.137825
17660.591125	-125.858910
17661.264038	-120.205818
17661.936951	-121.583069
17662.609863	-126.705582
17663.282776	-122.921394
17663.955688	-118.896950
17664.628601	-119.556458
17665.301514	-122.413322
17665.974426	-123.132645
17666.647339	-123.673950
17667.320251	-124.761429
17667.993164	-121.973892
17668.666077	-119.781868
17669.338989	-123.343155
17670.011902	-125.483170
17670.684814	-117.988396
17671.357727	-119.395370
17672.030640	-121.728455
17672.703552	-122.125076
17673.376465	-123.290825
17674.049377	-122.941826
17674.722290	-123.523994
17675.395203	-121.848709
17676.068115	-120.898209
17676.741028	-122.616631
17677.413940	-122.431030
17678.086853	-117.473564
17678.759766	-116.552460
17679.432678	-117.775993
17680.105591	-120.669128
17680.778503	-129.553070
17681.451416	-125.452644
17682.124329	-124.662361
17682.797241	-122.827354
17683.470154	-118.743362
17684.143066	-120.061302
17684.815979	-126.519279
17685.488892	-130.352524
17686.161804	-127.454132
17686.834717	-126.518196
17687.507629	-120.097313
17688.180542	-117.923134
17688.853455	-119.034134
17689.526367	-119.288544
17690.199280	-122.374008
17690.872192	-119.272835
17691.545105	-122.752136
17692.218018	-126.502502
17692.890930	-120.620575
17693.563843	-116.342255
17694.236755	-120.709076
17694.909668	-123.754250
17695.582581	-120.314491
17696.255493	-120.288727
17696.928406	-124.347572
17697.601318	-123.429710
17698.274231	-118.506134
17698.947144	-120.649666
17699.620056	-121.133171
17700.292969	-121.253639
17700.965881	-121.180626
17701.638794	-115.552574
17702.311707	-116.149315
17702.984619	-122.943184
17703.657532	-117.959976
17704.330444	-118.196419
17705.003357	-120.413315
17705.676270	-120.812042
17706.349182	-119.138756
17707.022095	-119.389755
17707.695007	-119.073708
17708.367920	-117.676880
17709.040833	-120.516182
17709.713745	-117.780983
17710.386658	-116.697479
17711.059570	-119.000450
17711.732483	-118.884163
17712.405396	-121.319115
17713.078308	-119.682106
17713.751221	-120.267883
17714.424133	-119.317787
17715.097046	-119.982841
17715.769958	-121.557671
17716.442871	-123.555267
17717.115784	-118.391487
17717.788696	-119.275528
17718.461609	-124.020554
17719.134521	-121.592667
17719.807434	-123.048485
17720.480347	-119.235123
17721.153259	-116.463646
17721.826172	-118.871529
17722.499084	-126.215637
17723.171997	-133.672302
17723.844910	-125.636902
17724.517822	-118.994820
17725.190735	-120.716728
17725.863647	-123.473907
17726.536560	-128.745407
17727.209473	-123.463196
17727.882385	-118.486610
17728.555298	-120.613533
17729.228210	-126.709595
17729.901123	-121.752304
17730.574036	-121.418762
17731.246948	-118.780746
17731.919861	-118.523407
17732.592773	-121.375114
17733.265686	-122.671341
17733.938599	-124.283112
17734.611511	-124.112869
17735.284424	-128.547119
17735.957336	-122.360374
17736.630249	-119.335976
17737.303162	-117.199913
17737.976074	-121.072342
17738.648987	-120.899513
17739.321899	-121.244987
17739.994812	-122.883759
17740.667725	-120.200890
17741.340637	-120.726746
17742.013550	-123.846916
17742.686462	-130.425720
17743.359375	-125.935616
17744.032288	-120.096893
17744.705200	-121.767349
17745.378113	-124.678680
17746.051025	-124.771164
17746.723938	-125.531448
17747.396851	-128.612457
17748.069763	-125.092010
17748.742676	-120.857346
17749.415588	-124.063423
17750.088501	-117.623001
17750.761414	-119.301140
17751.434326	-123.794205
17752.107239	-119.314384
17752.780151	-115.914146
17753.453064	-118.989006
17754.125977	-124.029701
17754.798889	-123.515221
17755.471802	-122.111580
17756.144714	-123.326714
17756.817627	-123.765259
17757.490540	-125.446266
17758.163452	-123.656921
17758.836365	-124.472961
17759.509277	-121.652412
17760.182190	-116.282089
17760.855103	-118.573776
17761.528015	-121.699707
17762.200928	-125.527718
17762.873840	-121.973015
17763.546753	-122.104973
17764.219666	-123.917229
17764.892578	-122.160141
17765.565491	-118.293602
17766.238403	-116.253052
17766.911316	-116.477036
17767.584229	-116.424927
17768.257141	-118.497849
17768.930054	-118.944725
17769.602966	-119.268501
17770.275879	-120.647812
17770.948792	-120.443169
17771.621704	-123.673607
17772.294617	-125.036034
17772.967529	-123.760338
17773.640442	-124.902000
17774.313354	-119.619972
17774.986267	-120.966324
17775.659180	-122.402855
17776.332092	-119.652634
17777.005005	-121.570122
17777.677917	-124.422791
17778.350830	-118.913712
17779.023743	-115.502892
17779.696655	-118.612396
17780.369568	-123.178360
